Pokedex ID;Image ID;Species;Form;HP;Att;Def;SpAtt;SpDef;Speed
540;540;Sewaddle;;45;53;70;40;60;42
541;541;Swadloon;;55;63;90;50;80;42
542;542;Leavanny;;75;103;80;70;80;92
543;543;Venipede;;30;45;59;30;39;57
544;544;Whirlipede;;40;55;99;40;79;47
545;545;Scolipede;;60;100;89;55;69;112
546;546;Cottonee;;40;27;60;37;50;66
547;547;Whimsicott;;60;67;85;77;75;116
548;548;Petilil;;45;35;50;70;50;30
549;549;Lilligant;;70;60;75;110;75;90
550;550;Basculin;Blue;70;92;65;80;55;98
550;550_1;Basculin;Red;70;92;65;80;55;98
551;551;Sandile;;50;72;35;35;35;65
552;552;Krokorok;;60;82;45;45;45;74
553;553;Krookodile;;95;117;80;65;70;92
554;554;Darumaka;;70;90;45;15;45;50
555;555;Darmanitan;Standard Mode;105;140;55;30;55;95
555;555_1;Darmanitan;Zen Mode;105;30;105;140;105;55
556;556;Maractus;;75;86;67;106;67;60
557;557;Dwebble;;50;65;85;35;35;55
558;558;Crustle;;70;105;125;65;75;45
559;559;Scraggy;;50;75;70;35;70;48
560;560;Scrafty;;65;90;115;45;115;58
561;561;Sigilyph;;72;58;80;103;80;97
562;562;Yamask;;38;30;85;55;65;30
563;563;Cofagrigus;;58;50;145;95;105;30
564;564;Tirtouga;;54;78;103;53;45;22
565;565;Carracosta;;74;108;133;83;65;32
566;566;Archen;;55;112;45;74;45;70
567;567;Archeops;;75;140;65;112;65;110
568;568;Trubbish;;50;50;62;40;62;65
569;569;Garbodor;;80;95;82;60;82;75
570;570;Zorua;;40;65;40;80;40;65
571;571;Zoroark;;60;105;60;120;60;105
572;572;Minccino;;55;50;40;40;40;75
573;573;Cinccino;;75;95;60;65;60;115
574;574;Gothita;;45;30;50;55;65;45
575;575;Gothorita;;60;45;70;75;85;55
576;576;Gothitelle;;70;55;95;95;110;65
577;577;Solosis;;45;30;40;105;50;20
578;578;Duosion;;65;40;50;125;60;30
579;579;Reuniclus;;110;65;75;125;85;30
580;580;Ducklett;;62;44;50;44;50;55
581;581;Swanna;;75;87;63;87;63;98
582;582;Vanillite;;36;50;50;65;60;44
583;583;Vanillish;;51;65;65;80;75;59
584;584;Vanilluxe;;71;95;85;110;95;79
585;585;Deerling;Spring Form;60;60;50;40;50;75
585;585_1;Deerling;Summer Form;60;60;50;40;50;75
585;585_2;Deerling;Autumn Form;60;60;50;40;50;75
585;585_3;Deerling;Winter Form;60;60;50;40;50;75
586;586;Sawsbuck;Spring Form;80;100;70;60;70;95
586;586;Sawsbuck;Summer Form;80;100;70;60;70;95
586;586;Sawsbuck;Autumn Form;80;100;70;60;70;95
586;586;Sawsbuck;Winter Form;80;100;70;60;70;95
587;587;Emolga;;55;75;60;75;60;103
588;588;Karrablast;;50;75;45;40;45;60
589;589;Escavalier;;70;135;105;60;105;20
590;590;Foongus;;69;55;45;55;55;15
591;591;Amoonguss;;114;85;70;85;80;30
592;592;Frillish;;55;40;50;65;85;40
593;593;Jellicent;;100;60;70;85;105;60
594;594;Alomomola;;165;75;80;40;45;65
595;595;Joltik;;50;47;50;57;50;65
596;596;Galvantula;;70;77;60;97;60;108
597;597;Ferroseed;;44;50;91;24;86;10
598;598;Ferrothorn;;74;94;131;54;116;20
599;599;Klink;;40;55;70;45;60;30
600;600;Klang;;60;80;95;70;85;50
601;601;Klinklang;;60;100;115;70;85;90
602;602;Tynamo;;35;55;40;45;40;60
603;603;Eelektrik;;65;85;70;75;70;40
604;604;Eelektross;;85;115;80;105;80;50
605;605;Elgyem;;55;55;55;85;55;30
606;606;Beheeyem;;75;75;75;125;95;40
607;607;Litwick;;50;30;55;65;55;20
608;608;Lampent;;60;40;60;95;60;55
609;609;Chandelure;;60;55;90;145;90;80
610;610;Axew;;46;87;60;30;40;57
611;611;Fraxure;;66;117;70;40;50;67
612;612;Haxorus;;76;147;90;60;70;97
613;613;Cubchoo;;55;70;40;60;40;40
614;614;Beartic;;95;130;80;70;80;50
615;615;Cryogonal;;80;50;50;95;135;105
616;616;Shelmet;;50;40;85;40;65;25
617;617;Accelgor;;80;70;40;100;60;145
618;618;Stunfisk;;109;66;84;81;99;32
619;619;Mienfoo;;45;85;50;55;50;65
620;620;Mienshao;;65;125;60;95;60;105
621;621;Druddigon;;77;120;90;60;90;48
622;622;Golett;;59;74;50;35;50;35
623;623;Golurk;;89;124;80;55;80;55
624;624;Pawniard;;45;85;70;40;40;60
625;625;Bisharp;;65;125;100;60;70;70
626;626;Bouffalant;;95;110;95;40;95;55
627;627;Rufflet;;70;83;50;37;50;60
628;628;Braviary;;100;123;75;57;75;80
629;629;Vullaby;;70;55;75;45;65;60
630;630;Mandibuzz;;110;65;105;55;95;80
631;631;Heatmor;;85;97;66;105;66;65
632;632;Durant;;58;109;112;48;48;109
633;633;Deino;;52;65;50;45;50;38
634;634;Zweilous;;72;85;70;65;70;58
635;635;Hydreigon;;92;105;90;125;90;98
636;636;Larvesta;;55;85;55;50;55;60
637;637;Volcarona;;85;60;65;135;105;100
638;638;Cobalion;;91;90;129;90;72;108
639;639;Terrakion;;91;129;90;72;90;108
640;640;Virizion;;91;90;72;90;129;108
641;641;Tornadus;Incarnate Forme;79;115;70;125;80;111
641;641_1;Tornadus;Therian Forme;79;100;80;110;90;121
642;642;Thundurus;Incarnate Forme;79;115;70;125;80;111
642;642_1;Thundurus;Therian Forme;79;105;70;145;80;101
643;643;Reshiram;;100;120;100;150;120;90
644;644;Zekrom;;100;150;120;120;100;90
645;645;Landorus;Incarnate Forme;89;125;90;115;80;101
645;645_1;Landorus;Therian Forme;89;145;90;105;80;91
646;646;Kyurem;Normal Kyurem;125;130;90;130;90;95
646;646_1;Kyurem;Black Kyurem;125;170;100;120;90;95
646;646_2;Kyurem;White Kyurem;125;120;90;170;100;95
647;647;Keldeo;;91;72;90;129;90;108
648;648;Meloetta;Aria Forme;100;77;77;128;128;90
648;648_1;Meloetta;Pirouette Forme;100;128;90;77;77;128
649;649;Genesect;;71;120;95;120;95;99
